0,0.00010854,0.000216644,0.000323874,0.000429801,0.000533997,0.000636043,0.000735528,0.000832051,0.000925224,0.00101467,0.00110003,0.00118096,0.00125714,0.00132826,0.00139402,0.00145417,0.00150847,0.0015567,0.00159865,0.00163417,0.00166311,0.00168535,0.0017008,0.00170941,0.00171113,0.00170596,0.00169393,0.00167507,0.00164947,0.00161722,0.00157847,0.00153336,0.00148207,0.00142482,0.00136182,0.00129335,0.00121967,0.00114107,0.00105788,0.000970436,0.00087908,0.000784184,0.000686131,0.000585315,0.000482142,0.000377028,0.000270395,0.000162674,5.42975e-05,-5.42975e-05,-0.000162674,-0.000270395,-0.000377028,-0.000482142,-0.000585315,-0.000686131,-0.000784184,-0.00087908,-0.000970436,-0.00105788,-0.00114107,-0.00121967,-0.00129335,-0.00136182,-0.00142482,-0.00148207,-0.00153336,-0.00157847,-0.00161722,-0.00164947,-0.00167507,-0.00169393,-0.00170596,-0.00171113,-0.00170941,-0.0017008,-0.00168535,-0.00166311,-0.00163417,-0.00159865,-0.0015567,-0.00150847,-0.00145417,-0.00139402,-0.00132826,-0.00125714,-0.00118096,-0.00110003,-0.00101467,-0.000925224,-0.000832051,-0.000735528,-0.000636043,-0.000533997,-0.000429801,-0.000323874,-0.000216644,-0.00010854,0
0,0.00010405,0.000207682,0.000310477,0.000412022,0.000511908,0.000609733,0.000705102,0.000797633,0.000886951,0.000972698,0.00105453,0.00113211,0.00120514,0.00127331,0.00133636,0.00139402,0.00144607,0.0014923,0.00153252,0.00156657,0.00159431,0.00161563,0.00163045,0.0016387,0.00164035,0.0016354,0.00162386,0.00160578,0.00158124,0.00155033,0.00151317,0.00146993,0.00142076,0.00136588,0.00130549,0.00123985,0.00116921,0.00109387,0.00101412,0.000930293,0.000842716,0.000751746,0.000657749,0.000561103,0.000462198,0.000361432,0.00025921,0.000155945,5.20514e-05,-5.20514e-05,-0.000155945,-0.00025921,-0.000361432,-0.000462198,-0.000561103,-0.000657749,-0.000751746,-0.000842716,-0.000930293,-0.00101412,-0.00109387,-0.00116921,-0.00123985,-0.00130549,-0.00136588,-0.00142076,-0.00146993,-0.00151317,-0.00155033,-0.00158124,-0.00160578,-0.00162386,-0.0016354,-0.00164035,-0.0016387,-0.00163045,-0.00161563,-0.00159431,-0.00156657,-0.00153252,-0.0014923,-0.00144607,-0.00139402,-0.00133636,-0.00127331,-0.00120514,-0.00113211,-0.00105453,-0.000972698,-0.000886951,-0.000797633,-0.000705102,-0.000609733,-0.000511908,-0.000412022,-0.000310477,-0.000207682,-0.00010405,0
0,9.91416e-05,0.000197884,0.00029583,0.000392584,0.000487758,0.000580967,0.000671838,0.000760003,0.000845107,0.000926809,0.00100478,0.0010787,0.00114828,0.00121324,0.00127331,0.00132826,0.00137785,0.0014219,0.00146022,0.00149266,0.0015191,0.00153941,0.00155353,0.00156139,0.00156296,0.00155824,0.00154725,0.00153002,0.00150664,0.00147719,0.00144179,0.00140058,0.00135374,0.00130144,0.0012439,0.00118136,0.00111405,0.00104227,0.000966281,0.000886404,0.000802959,0.000716281,0.000626718,0.000534632,0.000440393,0.00034438,0.000246981,0.000148588,4.95958e-05,-4.95958e-05,-0.000148588,-0.000246981,-0.00034438,-0.000440393,-0.000534632,-0.000626718,-0.000716281,-0.000802959,-0.000886404,-0.000966281,-0.00104227,-0.00111405,-0.00118136,-0.0012439,-0.00130144,-0.00135374,-0.00140058,-0.00144179,-0.00147719,-0.00150664,-0.00153002,-0.00154725,-0.00155824,-0.00156296,-0.00156139,-0.00155353,-0.00153941,-0.0015191,-0.00149266,-0.00146022,-0.0014219,-0.00137785,-0.00132826,-0.00127331,-0.00121324,-0.00114828,-0.0010787,-0.00100478,-0.000926809,-0.000845107,-0.000760003,-0.000671838,-0.000580967,-0.000487758,-0.000392584,-0.00029583,-0.000197884,-9.91416e-05,0
0,9.38336e-05,0.000187289,0.000279991,0.000371565,0.000461643,0.000549862,0.000635868,0.000719312,0.00079986,0.000877188,0.000950983,0.00102095,0.0010868,0.00114828,0.00120514,0.00125714,0.00130408,0.00134577,0.00138204,0.00141275,0.00143776,0.00145699,0.00147035,0.00147779,0.00147928,0.00147481,0.00146441,0.00144811,0.00142597,0.0013981,0.00136459,0.00132559,0.00128126,0.00123176,0.0011773,0.00111811,0.00105441,0.000986463,0.000914546,0.000838947,0.000759969,0.000677931,0.000593164,0.000506008,0.000416814,0.000325942,0.000233758,0.000140632,4.69404e-05,-4.69404e-05,-0.000140632,-0.000233758,-0.000325942,-0.000416814,-0.000506008,-0.000593164,-0.000677931,-0.000759969,-0.000838947,-0.000914546,-0.000986463,-0.00105441,-0.00111811,-0.0011773,-0.00123176,-0.00128126,-0.00132559,-0.00136459,-0.0013981,-0.00142597,-0.00144811,-0.00146441,-0.00147481,-0.00147928,-0.00147779,-0.00147035,-0.00145699,-0.00143776,-0.00141275,-0.00138204,-0.00134577,-0.00130408,-0.00125714,-0.00120514,-0.00114828,-0.0010868,-0.00102095,-0.000950983,-0.000877188,-0.00079986,-0.000719312,-0.000635868,-0.000549862,-0.000461643,-0.000371565,-0.000279991,-0.000187289,-9.38336e-05,0
0,8.81478e-05,0.000175941,0.000263025,0.00034905,0.00043367,0.000516543,0.000597337,0.000675725,0.000751393,0.000824035,0.000893358,0.000959085,0.00102095,0.0010787,0.00113211,0.00118096,0.00122506,0.00126422,0.0012983,0.00132714,0.00135064,0.0013687,0.00138126,0.00138824,0.00138964,0.00138545,0.00137567,0.00136036,0.00133957,0.00131338,0.00128191,0.00124527,0.00120362,0.00115712,0.00110596,0.00105035,0.000990516,0.000926688,0.000859129,0.00078811,0.000713918,0.000636852,0.000557221,0.000475346,0.000391557,0.000306192,0.000219593,0.000132111,4.40961e-05,-4.40961e-05,-0.000132111,-0.000219593,-0.000306192,-0.000391557,-0.000475346,-0.000557221,-0.000636852,-0.000713918,-0.00078811,-0.000859129,-0.000926688,-0.000990516,-0.00105035,-0.00110596,-0.00115712,-0.00120362,-0.00124527,-0.00128191,-0.00131338,-0.00133957,-0.00136036,-0.00137567,-0.00138545,-0.00138964,-0.00138824,-0.00138126,-0.0013687,-0.00135064,-0.00132714,-0.0012983,-0.00126422,-0.00122506,-0.00118096,-0.00113211,-0.0010787,-0.00102095,-0.000959085,-0.000893358,-0.000824035,-0.000751393,-0.000675725,-0.000597337,-0.000516543,-0.00043367,-0.00034905,-0.000263025,-0.000175941,-8.81478e-05,0
0,8.2107e-05,0.000163883,0.000245,0.00032513,0.00040395,0.000481145,0.000556401,0.000629418,0.000699899,0.000767563,0.000832136,0.000893358,0.000950983,0.00100478,0.00105453,0.00110003,0.00114111,0.00117759,0.00120932,0.00123619,0.00125808,0.00127491,0.0012866,0.00129311,0.00129441,0.0012905,0.0012814,0.00126713,0.00124776,0.00122337,0.00119406,0.00115993,0.00112113,0.00107782,0.00103017,0.000978374,0.000922635,0.000863182,0.000800252,0.000734101,0.000664993,0.000593208,0.000519034,0.00044277,0.000364724,0.000285208,0.000204544,0.000123057,4.10742e-05,-4.10742e-05,-0.000123057,-0.000204544,-0.000285208,-0.000364724,-0.00044277,-0.000519034,-0.000593208,-0.000664993,-0.000734101,-0.000800252,-0.000863182,-0.000922635,-0.000978374,-0.00103017,-0.00107782,-0.00112113,-0.00115993,-0.00119406,-0.00122337,-0.00124776,-0.00126713,-0.0012814,-0.0012905,-0.00129441,-0.00129311,-0.0012866,-0.00127491,-0.00125808,-0.00123619,-0.00120932,-0.00117759,-0.00114111,-0.00110003,-0.00105453,-0.00100478,-0.000950983,-0.000893358,-0.000832136,-0.000767563,-0.000699899,-0.000629418,-0.000556401,-0.000481145,-0.00040395,-0.00032513,-0.000245,-0.000163883,-8.2107e-05,0
0,7.57355e-05,0.000151166,0.000225988,0.0002999,0.000372604,0.000443808,0.000513225,0.000580575,0.000645588,0.000708001,0.000767563,0.000824035,0.000877188,0.000926809,0.000972698,0.00101467,0.00105256,0.00108621,0.00111548,0.00114026,0.00116046,0.00117597,0.00118676,0.00119276,0.00119397,0.00119036,0.00118196,0.0011688,0.00115094,0.00112844,0.0011014,0.00106992,0.00103414,0.000994185,0.000950232,0.000902453,0.00085104,0.0007962,0.000738154,0.000677135,0.000613391,0.000547176,0.000478758,0.000408412,0.000336421,0.000263076,0.000188672,0.000113508,3.78868e-05,-3.78868e-05,-0.000113508,-0.000188672,-0.000263076,-0.000336421,-0.000408412,-0.000478758,-0.000547176,-0.000613391,-0.000677135,-0.000738154,-0.0007962,-0.00085104,-0.000902453,-0.000950232,-0.000994185,-0.00103414,-0.00106992,-0.0011014,-0.00112844,-0.00115094,-0.0011688,-0.00118196,-0.00119036,-0.00119397,-0.00119276,-0.00118676,-0.00117597,-0.00116046,-0.00114026,-0.00111548,-0.00108621,-0.00105256,-0.00101467,-0.000972698,-0.000926809,-0.000877188,-0.000824035,-0.000767563,-0.000708001,-0.000645588,-0.000580575,-0.000513225,-0.000443808,-0.000372604,-0.0002999,-0.000225988,-0.000151166,-7.57355e-05,0
0,6.90592e-05,0.00013784,0.000206066,0.000273463,0.000339758,0.000404685,0.000467982,0.000529395,0.000588677,0.000645588,0.000699899,0.000751393,0.00079986,0.000845107,0.000886951,0.000925224,0.000959771,0.000990453,0.00101715,0.00103975,0.00105816,0.00107231,0.00108214,0.00108762,0.00108871,0.00108543,0.00107777,0.00106577,0.00104948,0.00102896,0.00100431,0.000975603,0.000942972,0.000906544,0.000866466,0.000822898,0.000776017,0.000726012,0.000673083,0.000617443,0.000559318,0.00049894,0.000436553,0.000372409,0.000306765,0.000239885,0.00017204,0.000103502,3.4547e-05,-3.4547e-05,-0.000103502,-0.00017204,-0.000239885,-0.000306765,-0.000372409,-0.000436553,-0.00049894,-0.000559318,-0.000617443,-0.000673083,-0.000726012,-0.000776017,-0.000822898,-0.000866466,-0.000906544,-0.000942972,-0.000975603,-0.00100431,-0.00102896,-0.00104948,-0.00106577,-0.00107777,-0.00108543,-0.00108871,-0.00108762,-0.00108214,-0.00107231,-0.00105816,-0.00103975,-0.00101715,-0.000990453,-0.000959771,-0.000925224,-0.000886951,-0.000845107,-0.00079986,-0.000751393,-0.000699899,-0.000645588,-0.000588677,-0.000529395,-0.000467982,-0.000404685,-0.000339758,-0.000273463,-0.000206066,-0.00013784,-6.90592e-05,0
0,6.21047e-05,0.000123959,0.000185315,0.000245924,0.000305543,0.000363932,0.000420855,0.000476084,0.000529395,0.000580575,0.000629418,0.000675725,0.000719312,0.000760003,0.000797633,0.000832051,0.000863119,0.000890712,0.000914718,0.00093504,0.000951598,0.000964324,0.000973167,0.000978091,0.000979077,0.00097612,0.000969233,0.000958443,0.000943794,0.000925345,0.000903169,0.000877357,0.000848012,0.000815252,0.00077921,0.00074003,0.00069787,0.0006529,0.000605301,0.000555265,0.000502993,0.000448695,0.000392591,0.000334906,0.000275873,0.000215728,0.000154715,9.30789e-05,3.1068e-05,-3.1068e-05,-9.30789e-05,-0.000154715,-0.000215728,-0.000275873,-0.000334906,-0.000392591,-0.000448695,-0.000502993,-0.000555265,-0.000605301,-0.0006529,-0.00069787,-0.00074003,-0.00077921,-0.000815252,-0.000848012,-0.000877357,-0.000903169,-0.000925345,-0.000943794,-0.000958443,-0.000969233,-0.00097612,-0.000979077,-0.000978091,-0.000973167,-0.000964324,-0.000951598,-0.00093504,-0.000914718,-0.000890712,-0.000863119,-0.000832051,-0.000797633,-0.000760003,-0.000719312,-0.000675725,-0.000629418,-0.000580575,-0.000529395,-0.000476084,-0.000420855,-0.000363932,-0.000305543,-0.000245924,-0.000185315,-0.000123959,-6.21047e-05,0
0,5.49002e-05,0.000109579,0.000163817,0.000217395,0.000270098,0.000321714,0.000372033,0.000420855,0.000467982,0.000513225,0.000556401,0.000597337,0.000635868,0.000671838,0.000705102,0.000735528,0.000762992,0.000787384,0.000808605,0.00082657,0.000841207,0.000852456,0.000860273,0.000864626,0.000865498,0.000862884,0.000856796,0.000847258,0.000834308,0.000817999,0.000798396,0.000775578,0.000749637,0.000720678,0.000688817,0.000654182,0.000616913,0.00057716,0.000535083,0.000490851,0.000444643,0.000396644,0.000347048,0.000296055,0.00024387,0.000190702,0.000136767,8.22812e-05,2.74639e-05,-2.74639e-05,-8.22812e-05,-0.000136767,-0.000190702,-0.00024387,-0.000296055,-0.000347048,-0.000396644,-0.000444643,-0.000490851,-0.000535083,-0.00057716,-0.000616913,-0.000654182,-0.000688817,-0.000720678,-0.000749637,-0.000775578,-0.000798396,-0.000817999,-0.000834308,-0.000847258,-0.000856796,-0.000862884,-0.000865498,-0.000864626,-0.000860273,-0.000852456,-0.000841207,-0.00082657,-0.000808605,-0.000787384,-0.000762992,-0.000735528,-0.000705102,-0.000671838,-0.000635868,-0.000597337,-0.000556401,-0.000513225,-0.000467982,-0.000420855,-0.000372033,-0.000321714,-0.000270098,-0.000217395,-0.000163817,-0.000109579,-5.49002e-05,0
0,4.74746e-05,9.4758e-05,0.00014166,0.000187991,0.000233566,0.0002782,0.000321714,0.000363932,0.000404685,0.000443808,0.000481145,0.000516543,0.000549862,0.000580967,0.000609733,0.000636043,0.000659793,0.000680885,0.000699236,0.000714771,0.000727428,0.000737156,0.000743916,0.00074768,0.000748434,0.000746174,0.000740909,0.000732661,0.000721463,0.00070736,0.000690408,0.000670676,0.000648244,0.000623202,0.00059565,0.0005657,0.000533472,0.000499095,0.000462709,0.00042446,0.000384502,0.000342995,0.000300108,0.000256012,0.000210885,0.000164909,0.000118268,7.11521e-05,2.37492e-05,-2.37492e-05,-7.11521e-05,-0.000118268,-0.000164909,-0.000210885,-0.000256012,-0.000300108,-0.000342995,-0.000384502,-0.00042446,-0.000462709,-0.000499095,-0.000533472,-0.0005657,-0.00059565,-0.000623202,-0.000648244,-0.000670676,-0.000690408,-0.00070736,-0.000721463,-0.000732661,-0.000740909,-0.000746174,-0.000748434,-0.00074768,-0.000743916,-0.000737156,-0.000727428,-0.000714771,-0.000699236,-0.000680885,-0.000659793,-0.000636043,-0.000609733,-0.000580967,-0.000549862,-0.000516543,-0.000481145,-0.000443808,-0.000404685,-0.000363932,-0.000321714,-0.0002782,-0.000233566,-0.000187991,-0.00014166,-9.4758e-05,-4.74746e-05,0
0,3.98578e-05,7.95552e-05,0.000118932,0.00015783,0.000196093,0.000233566,0.000270098,0.000305543,0.000339758,0.000372604,0.00040395,0.00043367,0.000461643,0.000487758,0.000511908,0.000533997,0.000553936,0.000571645,0.000587051,0.000600094,0.000610721,0.000618888,0.000624563,0.000627723,0.000628356,0.000626459,0.000622039,0.000615114,0.000605712,0.000593872,0.00057964,0.000563074,0.000544241,0.000523216,0.000500085,0.00047494,0.000447882,0.000419021,0.000388473,0.00035636,0.000322813,0.000287966,0.000251959,0.000214937,0.000177051,0.000138451,9.92936e-05,5.97366e-05,1.9939e-05,-1.9939e-05,-5.97366e-05,-9.92936e-05,-0.000138451,-0.000177051,-0.000214937,-0.000251959,-0.000287966,-0.000322813,-0.00035636,-0.000388473,-0.000419021,-0.000447882,-0.00047494,-0.000500085,-0.000523216,-0.000544241,-0.000563074,-0.00057964,-0.000593872,-0.000605712,-0.000615114,-0.000622039,-0.000626459,-0.000628356,-0.000627723,-0.000624563,-0.000618888,-0.000610721,-0.000600094,-0.000587051,-0.000571645,-0.000553936,-0.000533997,-0.000511908,-0.000487758,-0.000461643,-0.00043367,-0.00040395,-0.000372604,-0.000339758,-0.000305543,-0.000270098,-0.000233566,-0.000196093,-0.00015783,-0.000118932,-7.95552e-05,-3.98578e-05,0
0,3.20806e-05,6.4032e-05,9.57255e-05,0.000127034,0.00015783,0.000187991,0.000217395,0.000245924,0.000273463,0.0002999,0.00032513,0.00034905,0.000371565,0.000392584,0.000412022,0.000429801,0.00044585,0.000460103,0.000472503,0.000483001,0.000491554,0.000498127,0.000502695,0.000505239,0.000505748,0.000504221,0.000500663,0.00049509,0.000487523,0.000477993,0.000466538,0.000453204,0.000438046,0.000421124,0.000402506,0.000382267,0.000360489,0.00033726,0.000312672,0.000286826,0.000259824,0.000231776,0.000202795,0.000172998,0.000142504,0.000111436,7.9919e-05,4.80805e-05,1.60484e-05,-1.60484e-05,-4.80805e-05,-7.9919e-05,-0.000111436,-0.000142504,-0.000172998,-0.000202795,-0.000231776,-0.000259824,-0.000286826,-0.000312672,-0.00033726,-0.000360489,-0.000382267,-0.000402506,-0.000421124,-0.000438046,-0.000453204,-0.000466538,-0.000477993,-0.000487523,-0.00049509,-0.000500663,-0.000504221,-0.000505748,-0.000505239,-0.000502695,-0.000498127,-0.000491554,-0.000483001,-0.000472503,-0.000460103,-0.00044585,-0.000429801,-0.000412022,-0.000392584,-0.000371565,-0.00034905,-0.00032513,-0.0002999,-0.000273463,-0.000245924,-0.000217395,-0.000187991,-0.00015783,-0.000127034,-9.57255e-05,-6.4032e-05,-3.20806e-05,0
0,2.41741e-05,4.8251e-05,7.21335e-05,9.57255e-05,0.000118932,0.00014166,0.000163817,0.000185315,0.000206066,0.000225988,0.000245,0.000263025,0.000279991,0.00029583,0.000310477,0.000323874,0.000335968,0.000346708,0.000356052,0.000363963,0.000370408,0.000375361,0.000378803,0.00038072,0.000381104,0.000379953,0.000377272,0.000373072,0.00036737,0.000360189,0.000351557,0.00034151,0.000330087,0.000317336,0.000303306,0.000288055,0.000271645,0.00025414,0.000235612,0.000216136,0.000195789,0.000174654,0.000152815,0.000130362,0.000107383,8.39718e-05,6.02225e-05,3.62308e-05,1.20932e-05,-1.20932e-05,-3.62308e-05,-6.02225e-05,-8.39718e-05,-0.000107383,-0.000130362,-0.000152815,-0.000174654,-0.000195789,-0.000216136,-0.000235612,-0.00025414,-0.000271645,-0.000288055,-0.000303306,-0.000317336,-0.000330087,-0.00034151,-0.000351557,-0.000360189,-0.00036737,-0.000373072,-0.000377272,-0.000379953,-0.000381104,-0.00038072,-0.000378803,-0.000375361,-0.000370408,-0.000363963,-0.000356052,-0.000346708,-0.000335968,-0.000323874,-0.000310477,-0.00029583,-0.000279991,-0.000263025,-0.000245,-0.000225988,-0.000206066,-0.000185315,-0.000163817,-0.00014166,-0.000118932,-9.57255e-05,-7.21335e-05,-4.8251e-05,-2.41741e-05,0
0,1.61704e-05,3.22756e-05,4.8251e-05,6.4032e-05,7.95552e-05,9.4758e-05,0.000109579,0.000123959,0.00013784,0.000151166,0.000163883,0.000175941,0.000187289,0.000197884,0.000207682,0.000216644,0.000224733,0.000231917,0.000238168,0.000243459,0.00024777,0.000251084,0.000253386,0.000254668,0.000254925,0.000254155,0.000252362,0.000249553,0.000245738,0.000240935,0.000235161,0.00022844,0.000220799,0.00021227,0.000202885,0.000192684,0.000181706,0.000169998,0.000157604,0.000144576,0.000130966,0.000116828,0.00010222,8.72005e-05,7.18297e-05,5.61697e-05,4.02836e-05,2.42352e-05,8.08926e-06,-8.08926e-06,-2.42352e-05,-4.02836e-05,-5.61697e-05,-7.18297e-05,-8.72005e-05,-0.00010222,-0.000116828,-0.000130966,-0.000144576,-0.000157604,-0.000169998,-0.000181706,-0.000192684,-0.000202885,-0.00021227,-0.000220799,-0.00022844,-0.000235161,-0.000240935,-0.000245738,-0.000249553,-0.000252362,-0.000254155,-0.000254925,-0.000254668,-0.000253386,-0.000251084,-0.00024777,-0.000243459,-0.000238168,-0.000231917,-0.000224733,-0.000216644,-0.000207682,-0.000197884,-0.000187289,-0.000175941,-0.000163883,-0.000151166,-0.00013784,-0.000123959,-0.000109579,-9.4758e-05,-7.95552e-05,-6.4032e-05,-4.8251e-05,-3.22756e-05,-1.61704e-05,0
0,8.1015e-06,1.61704e-05,2.41741e-05,3.20806e-05,3.98578e-05,4.74746e-05,5.49002e-05,6.21047e-05,6.90592e-05,7.57355e-05,8.2107e-05,8.81478e-05,9.38336e-05,9.91416e-05,0.00010405,0.00010854,0.000112593,0.000116193,0.000119324,0.000121975,0.000124135,0.000125795,0.000126949,0.000127591,0.00012772,0.000127334,0.000126436,0.000125028,0.000123117,0.00012071,0.000117818,0.00011445,0.000110622,0.000106349,0.000101647,9.65362e-05,9.10365e-05,8.51702e-05,7.8961e-05,7.24338e-05,6.5615e-05,5.85319e-05,5.12132e-05,4.36882e-05,3.59873e-05,2.81415e-05,2.01824e-05,1.21421e-05,4.05279e-06,-4.05279e-06,-1.21421e-05,-2.01824e-05,-2.81415e-05,-3.59873e-05,-4.36882e-05,-5.12132e-05,-5.85319e-05,-6.5615e-05,-7.24338e-05,-7.8961e-05,-8.51702e-05,-9.10365e-05,-9.65362e-05,-0.000101647,-0.000106349,-0.000110622,-0.00011445,-0.000117818,-0.00012071,-0.000123117,-0.000125028,-0.000126436,-0.000127334,-0.00012772,-0.000127591,-0.000126949,-0.000125795,-0.000124135,-0.000121975,-0.000119324,-0.000116193,-0.000112593,-0.00010854,-0.00010405,-9.91416e-05,-9.38336e-05,-8.81478e-05,-8.2107e-05,-7.57355e-05,-6.90592e-05,-6.21047e-05,-5.49002e-05,-4.74746e-05,-3.98578e-05,-3.20806e-05,-2.41741e-05,-1.61704e-05,-8.1015e-06,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
